pdb	seed	DockQ_HA	iRMSD_HA	fnat_HA
8rby	102	0.5824239652572478	1.7321920965407598	0.5
8rby	103	0.5931196258765749	2.1005256475806275	0.5394736842105263
8rby	104	0.7239593642596173	1.29616605656187	0.6447368421052632
8rby	105	0.49577355378415433	2.35526196803245	0.5263157894736842
8rj7	101	0.7114911328250018	1.3984484971854578	0.7972972972972973
8rj7	102			
8rj7	103			
8rj7	104			
8rj7	105			
8rp8	101	0.03134118620736844	12.973981681253804	0.0
8rp8	102	0.03485989051302509	12.889869331105515	0.0
8rp8	103	0.712541382263525	1.8443520156395519	1.0
8rp8	104	0.031552501647290294	13.507941444209225	0.0
8rp8	105	0.03791765853423167	11.470448732239014	0.0
8rw9	101			
8rw9	102			
8rw9	103			
8rw9	104			
8rw9	105			
8rwb	101	0.039919082770043045	12.955488919905065	0.0
8rwb	102	0.03686242945294004	13.231244483876234	0.0
8rwb	103	0.7990831786943219	1.0414907699111575	0.8431372549019608
8rwb	104	0.03696083846215683	13.172820640962978	0.0
8rwb	105	0.03713540957029245	13.191356577831062	0.0
8rz0	101			
8rz0	102	0.04297934233654648	18.331283710690624	0.07042253521126761
8rz0	103			
8rz0	104			
8rz0	105	0.09920292118846845	7.562321721593696	0.08450704225352113
8rz1	101	0.0290170491664619	21.956835456160853	0.02564102564102564
8rz1	102			
8rz1	103			
8rz1	104			
8rz1	105			
8rz2	101	0.007471854881048789	14.205862175907376	0.0
8rz2	102	0.00838292436552542	12.055341166573236	0.0
8rz2	103	0.006468657649533599	14.885395073964887	0.0
8rz2	104	0.011136179258309153	15.628793536201185	0.0
8rz2	105	0.006288550522018275	16.56067109905977	0.0
8s0l	101	0.7377378858078835	2.031027741116453	0.8865979381443299
8s0l	102	0.7039908574665139	2.068939150966496	0.8969072164948454
8s0l	103	0.7396192751078066	1.9865465703323997	0.8762886597938144
8s0l	104	0.7568237789017176	2.008066976036466	0.9381443298969072
8s0l	105	0.7259505825365773	2.099486487167071	0.9175257731958762
8s0n	101	0.7795592072688277	1.39125405474652	0.8552631578947368
8s0n	102	0.8030522828040999	1.3501023712903653	0.8947368421052632
8s0n	103	0.8085220601162919	1.329313882709054	0.9078947368421053
8s0n	104	0.8054473614313785	1.3521518088440203	0.8947368421052632
8s0n	105	0.7893731146413371	1.365462974870497	0.868421052631579
8s6m	101	0.04207348124065685	14.016014923810134	0.0
8s6m	102	0.04245907401897226	13.415835060311426	0.0
8s6m	103	0.051383196314670844	11.253980191209115	0.0196078431372549
8s6m	104	0.02762316121757023	14.53516991529837	0.0
8s6m	105	0.020907111981043128	19.03489144474479	0.0
8s79	101	0.017673293928932177	13.611849328194806	0.0
8s79	102	0.01610266038687273	13.798572708552797	0.0
8s79	103	0.01684664241347353	13.757377017993875	0.0
8s79	104	0.01565550237869557	13.716844167405961	0.0
8s79	105	0.017269309584024586	13.825279187874393	0.0
8sdf	101	0.016708855967296585	16.83930243989716	0.0
8sdf	102	0.016522267514328563	16.928918490263932	0.0
8sdf	103	0.026423203793215926	16.685292895943945	0.0
8sdf	104	0.03275047698770981	9.963591626246936	0.0
8sdf	105	0.017741333268352685	16.37279674665546	0.0
8sfs	101	0.030130044593475448	9.259031671899965	0.0
8sfs	102	0.031749095164736015	8.933274543756934	0.0
8sfs	103	0.03066973045986481	9.333877632634112	0.0
8sfs	104	0.038082748459245475	9.262181531456772	0.019230769230769232
8sfs	105	0.03071019239565521	9.51026872425869	0.0
8sfx	101			
8sfx	102	0.9295081577142281	0.41831751049383104	0.8809523809523809
8sfx	103	0.914438311069846	0.6784661606882438	0.9285714285714286
8sfx	104	0.9615928775895961	0.42052893934450175	0.9761904761904762
